,key,fare_amount,pickup_datetime,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count
20348960,2012-07-07 02:29:19.0000003,4.9,2012-07-07 02:29:19 UTC,-73.97199300000001,40.750399,-73.959785,40.762663,2
6323833,2015-06-02 11:01:41.0000003,3.0,2015-06-02 11:01:41 UTC,-73.98226165771484,40.76899719238281,-73.98802185058595,40.77063751220703,1
9888926,2013-01-31 03:30:35.0000001,14.5,2013-01-31 03:30:35 UTC,-73.99940699999999,40.719845,-74.00556800000001,40.740202000000004,2
7639554,2012-01-21 17:03:22.0000004,6.5,2012-01-21 17:03:22 UTC,-73.959982,40.782109000000005,-73.96548299999999,40.765139000000005,1
15652731,2015-01-05 01:26:23.0000001,5.5,2015-01-05 01:26:23 UTC,-73.98177337646483,40.69097137451172,-73.96925354003906,40.69550704956055,1
44520357,2014-06-19 19:34:00.00000033,11.0,2014-06-19 19:34:00 UTC,-73.955473,40.764872,-73.97533,40.758571999999994,5
683685,2011-04-06 12:33:00.00000022,6.5,2011-04-06 12:33:00 UTC,-73.987675,40.749132,-73.974917,40.741925,2
40904206,2015-04-19 20:56:27.0000001,11.5,2015-04-19 20:56:27 UTC,-73.95360565185547,40.76723861694336,-73.98764038085938,40.76453018188477,5
47865093,2012-06-09 14:39:36.0000001,10.5,2012-06-09 14:39:36 UTC,-73.97855899999999,40.744890000000005,-73.992373,40.740889,2
48446368,2012-06-26 20:51:00.00000053,8.5,2012-06-26 20:51:00 UTC,-73.989257,40.753083000000004,-73.9922,40.725352,1
10583712,2014-12-01 15:40:32.0000002,16.0,2014-12-01 15:40:32 UTC,-73.957254,40.780190999999995,-73.975666,40.755462,1
19926711,2014-02-04 08:49:49.0000001,15.5,2014-02-04 08:49:49 UTC,-73.997592,40.683537,-74.011274,40.702040000000004,1
6396290,2009-12-16 13:46:12.0000004,10.5,2009-12-16 13:46:12 UTC,-73.955126,40.78003,-73.974172,40.762809999999995,3
13428534,2014-01-04 10:18:51.0000001,5.0,2014-01-04 10:18:51 UTC,-74.00843,40.727364,-74.00615400000001,40.739668,1
10210987,2010-01-20 20:18:00.00000020,4.5,2010-01-20 20:18:00 UTC,-73.99042,40.734792,-74.00379699999999,40.737438,1
44952901,2014-02-02 20:21:00.00000069,13.0,2014-02-02 20:21:00 UTC,-73.981505,40.77877,-73.94802800000001,40.822882,1
51910598,2012-02-11 19:37:14.0000005,13.3,2012-02-11 19:37:14 UTC,-73.994849,40.739932,-73.97549599999999,40.784515,1
2842242,2009-10-29 21:53:00.00000068,49.57,2009-10-29 21:53:00 UTC,-73.7758,40.645007,-73.979495,40.785388,1
37313057,2014-01-29 10:52:57.0000001,14.0,2014-01-29 10:52:57 UTC,-73.95973000000001,40.782184,-73.976477,40.755217,1
50026793,2011-07-30 07:36:14.0000002,27.3,2011-07-30 07:36:14 UTC,-73.974148,40.79398,-73.873192,40.774345000000004,4
22645394,2014-01-18 18:57:01.0000004,5.5,2014-01-18 18:57:01 UTC,-73.989183,40.743627000000004,-73.98125,40.74475,1
46473146,2014-05-17 20:30:12.0000002,12.0,2014-05-17 20:30:12 UTC,-73.992062,40.725562,-73.988846,40.744934,2
55156414,2011-03-30 12:26:07.0000003,8.1,2011-03-30 12:26:07 UTC,-73.953056,40.764963,-73.972603,40.752512,1
30247226,2013-06-06 22:15:42.0000004,10.5,2013-06-06 22:15:42 UTC,-73.929097,40.762683,-73.907668,40.769808000000005,1
11134252,2010-05-12 21:30:29.0000002,7.3,2010-05-12 21:30:29 UTC,-73.97394,40.750406,-73.965153,40.760135,1
25068929,2012-11-28 21:13:00.000000150,7.5,2012-11-28 21:13:00 UTC,-73.99460699999999,40.727567,-73.99460699999999,40.727567,1
891222,2013-04-12 16:08:00.00000034,12.5,2013-04-12 16:08:00 UTC,-74.003525,40.747434999999996,-73.98816500000001,40.769597,3
35637766,2013-10-27 09:45:00.000000147,26.0,2013-10-27 09:45:00 UTC,-73.995565,40.679265,-73.97611500000001,40.780632000000004,1
54069264,2012-03-15 19:04:54.0000003,10.5,2012-03-15 19:04:54 UTC,-74.016489,40.714921000000004,-73.995335,40.756316,1
37722255,2015-05-17 11:35:02.0000001,6.5,2015-05-17 11:35:02 UTC,-73.9818801879883,40.77517700195313,-73.97789001464845,40.78630065917969,2
1541464,2010-07-12 22:51:21.0000001,5.3,2010-07-12 22:51:21 UTC,-73.98128,40.732338,-73.990893,40.742437,1
32706809,2013-01-12 17:14:00.000000194,12.0,2013-01-12 17:14:00 UTC,-74.00483,40.737512,-73.988907,40.722986999999996,1
2674651,2010-04-04 12:41:13.0000002,14.9,2010-04-04 12:41:13 UTC,-73.982465,40.782365000000006,-73.97952,40.735746999999996,1
28265060,2011-05-16 14:54:29.0000004,6.1,2011-05-16 14:54:29 UTC,-73.968228,40.761773,-73.977068,40.765105,1
20086086,2009-04-03 13:59:17.0000002,4.1,2009-04-03 13:59:17 UTC,-73.93690699999999,40.748628000000004,-73.932659,40.744571,1
36703009,2009-06-04 19:45:22.0000004,8.5,2009-06-04 19:45:22 UTC,-73.98034,40.74177,-73.996615,40.720442999999996,1
50316065,2009-11-03 19:28:00.000000238,33.47,2009-11-03 19:28:00 UTC,-73.872633,40.774103000000004,-73.992182,40.755937,1
129318,2015-03-05 07:26:29.0000004,5.5,2015-03-05 07:26:29 UTC,-73.95555877685547,40.77945327758789,-73.9457473754883,40.77275848388672,5
39015165,2011-05-12 07:14:42.0000005,6.9,2011-05-12 07:14:42 UTC,-73.98655,40.730197,-74.007952,40.738177,2
35888151,2013-02-06 20:20:00.0000003,9.0,2013-02-06 20:20:00 UTC,-73.988987,40.737457,-73.971742,40.748932,1
2942500,2009-07-14 18:09:00.000000223,8.5,2009-07-14 18:09:00 UTC,-74.01944300000001,40.783265,-74.012727,40.781825,3
22535214,2011-11-10 00:18:00.000000141,8.1,2011-11-10 00:18:00 UTC,-73.988437,40.739517,-74.006692,40.741532,1
54854081,2013-07-06 11:18:00.000000106,16.5,2013-07-06 11:18:00 UTC,-73.971915,40.755417,-73.996042,40.717537,2
30428729,2012-12-25 21:58:00.00000092,5.0,2012-12-25 21:58:00 UTC,-73.996382,40.686098,-73.987262,40.692322999999995,2
9185087,2014-01-25 02:29:35.0000002,12.5,2014-01-25 02:29:35 UTC,-73.986121,40.722629,-74.007059,40.707037,1
4432414,2009-09-17 21:06:00.000000235,16.1,2009-09-17 21:06:00 UTC,-73.98971800000001,40.686908,-73.974868,40.759465000000006,1
12200241,2015-02-01 14:38:19.0000002,10.0,2015-02-01 14:38:19 UTC,-73.96106719970702,40.76092529296875,-73.95750427246094,40.7852897644043,1
53651912,2009-08-17 20:22:00.000000208,2.5,2009-08-17 20:22:00 UTC,-73.964087,40.799785,-73.963782,40.799642999999996,1
26693139,2011-05-22 21:50:00.00000018,8.1,2011-05-22 21:50:00 UTC,-73.94993199999999,40.780297,-73.96809,40.754697,1
32618554,2015-01-14 22:00:12.0000005,8.5,2015-01-14 22:00:12 UTC,-73.96991729736328,40.75068283081055,-73.9903335571289,40.75734329223633,1
5062861,2012-01-21 18:06:00.000000117,18.5,2012-01-21 18:06:00 UTC,-73.982338,40.775707000000004,-74.0042,40.705752000000004,1
19196000,2014-11-01 10:19:12.0000001,13.0,2014-11-01 10:19:12 UTC,-73.99039599999999,40.740724,-73.979895,40.764140999999995,1
40575838,2011-12-06 18:22:00.000000161,16.9,2011-12-06 18:22:00 UTC,-73.994302,40.735058,-73.96266,40.763242,1
48303387,2014-03-15 15:35:00.00000056,8.5,2014-03-15 15:35:00 UTC,-73.986512,40.734835,-73.99079499999999,40.748912,2
16110456,2010-08-22 10:21:00.00000014,6.5,2010-08-22 10:21:00 UTC,-73.945615,40.830648,-73.935865,40.832652,1
31299842,2011-08-01 12:24:00.00000073,8.1,2011-08-01 12:24:00 UTC,-73.966162,40.762035,-73.980465,40.782990000000005,1
54200008,2010-01-21 16:44:00.00000018,4.1,2010-01-21 16:44:00 UTC,-73.974867,40.741933,-73.974083,40.750853,5
26665798,2012-11-24 00:10:00.0000008,14.0,2012-11-24 00:10:00 UTC,-73.990667,40.728367,-73.954365,40.781555,4
54552627,2011-07-27 20:27:00.000000232,7.3,2011-07-27 20:27:00 UTC,-73.978635,40.757445000000004,-73.983772,40.738073,1
40760546,2009-02-23 17:39:37.0000003,17.5,2009-02-23 17:39:37 UTC,-73.938542,40.804804,-73.972852,40.7369,1
17012349,2010-07-20 20:50:22.0000003,4.9,2010-07-20 20:50:22 UTC,-73.992406,40.748975,-74.00581899999999,40.743681,1
35463786,2014-09-24 15:05:00.000000144,8.5,2014-09-24 15:05:00 UTC,-73.96015,40.766996999999996,-73.967225,40.761441999999995,1
12002551,2014-09-07 21:12:00.000000145,6.5,2014-09-07 21:12:00 UTC,-73.984863,40.746802,-73.978665,40.762254999999996,2
23243802,2011-03-22 22:11:52.0000005,7.7,2011-03-22 22:11:52 UTC,-73.97184399999999,40.750519,-73.948087,40.778871,2
34276989,2012-12-14 15:00:00.000000181,44.3,2012-12-14 15:00:00 UTC,-74.001992,40.730127,-73.86353000000001,40.767477,1
2176462,2010-01-31 17:38:01.0000005,11.3,2010-01-31 17:38:01 UTC,-73.982462,40.739761,-73.984732,40.768392999999996,1
25549387,2012-06-29 09:00:00.00000034,6.9,2012-06-29 09:00:00 UTC,-73.99080699999999,40.736422,-74.003415,40.731957,1
32630218,2013-02-10 02:40:00.000000168,14.0,2013-02-10 02:40:00 UTC,-73.998947,40.729872,-74.01012,40.704587,1
54547175,2012-01-13 13:33:00.000000119,4.1,2012-01-13 13:33:00 UTC,-73.996825,40.742595,-74.00294699999999,40.738186999999996,1
41561145,2013-07-15 12:28:55.0000003,12.5,2013-07-15 12:28:55 UTC,-73.979001,40.761565999999995,-74.00554100000001,40.749115,1
33679907,2009-10-18 12:50:57.0000006,9.7,2009-10-18 12:50:57 UTC,-73.991465,40.745365,-73.98159,40.778952000000004,2
19139671,2011-03-19 20:51:12.0000005,6.5,2011-03-19 20:51:12 UTC,-73.984712,40.755241,-73.978352,40.741597,1
29258817,2009-03-03 19:50:00.000000140,12.1,2009-03-03 19:50:00 UTC,-73.967535,40.752338,-74.000157,40.734667,2
17289920,2015-04-16 17:18:24.0000002,7.5,2015-04-16 17:18:24 UTC,-73.97958374023438,40.75471878051758,-73.99266052246094,40.73389053344727,2
16741219,2015-05-19 07:09:37.0000001,5.0,2015-05-19 07:09:37 UTC,-73.91785430908203,40.770416259765625,-73.92890930175781,40.77501678466797,1
40396486,2012-03-05 20:56:42.0000004,5.3,2012-03-05 20:56:42 UTC,-73.991747,40.75,-73.981408,40.755423,1
23217801,2009-04-24 13:48:08.0000004,7.7,2009-04-24 13:48:08 UTC,-73.993975,40.751378,-73.98248000000001,40.754557,1
54379888,2010-04-03 18:46:00.000000194,7.7,2010-04-03 18:46:00 UTC,-73.953645,40.771033,-73.97407199999999,40.758179999999996,2
8150621,2014-05-17 10:21:00.00000081,31.5,2014-05-17 10:21:00 UTC,-73.9859,40.756852,-73.937758,40.69832,2
15354079,2010-07-09 06:53:35.0000002,5.3,2010-07-09 06:53:35 UTC,-73.98953900000001,40.740507,-73.992633,40.749311999999996,1
19522198,2010-05-10 23:28:00.000000137,9.3,2010-05-10 23:28:00 UTC,-73.96390500000001,40.768415000000005,-73.929837,40.756271999999996,5
13588500,2012-11-28 11:08:00.00000018,5.5,2012-11-28 11:08:00 UTC,-73.968147,40.762291999999995,-73.977498,40.766366999999995,1
18301979,2011-02-07 00:18:00.00000090,5.7,2011-02-07 00:18:00 UTC,-73.977388,40.742677,-73.984597,40.725770000000004,6
29597332,2010-03-10 13:01:00.00000018,2.9,2010-03-10 13:01:00 UTC,-73.992398,40.753721999999996,-73.991977,40.754112,1
30903737,2011-11-13 11:14:00.00000089,16.1,2011-11-13 11:14:00 UTC,-73.989777,40.719153000000006,-73.995427,40.663063,5
1299154,2012-12-18 16:27:02.0000002,18.5,2012-12-18 16:27:02 UTC,-73.978065,40.762957,-73.985534,40.739774,1
51167521,2013-08-26 13:11:37.0000002,6.0,2013-08-26 13:11:37 UTC,-73.977019,40.758584,-73.977562,40.763748,1
30282907,2010-02-18 20:55:00.000000198,5.7,2010-02-18 20:55:00 UTC,-73.97521,40.755832,-73.962385,40.764733,2
11727171,2013-12-16 19:30:23.0000002,13.5,2013-12-16 19:30:23 UTC,-73.98259300000001,40.765612,-74.002344,40.739715999999994,1
31465679,2015-04-09 19:11:27.0000001,10.0,2015-04-09 19:11:27 UTC,0.0,0.0,0.0,0.0,1
27727063,2013-05-17 19:34:42.0000007,12.0,2013-05-17 19:34:42 UTC,-73.95924000000001,40.763397,-73.98505300000001,40.760964,1
36361309,2010-05-20 12:10:00.000000108,8.9,2010-05-20 12:10:00 UTC,-73.99124300000001,40.750287,-73.973283,40.748917,1
18962791,2012-08-06 17:59:00.000000210,4.9,2012-08-06 17:59:00 UTC,-74.004087,40.741937,-73.993942,40.751417,1
31099041,2012-12-05 10:45:00.00000073,8.5,2012-12-05 10:45:00 UTC,-73.987995,40.774982,-73.998645,40.749542,1
47832119,2013-11-11 15:45:15.0000001,10.5,2013-11-11 15:45:15 UTC,-73.968643,40.761140000000005,-73.979045,40.750473,1
29810582,2013-07-23 01:46:10.0000001,7.0,2013-07-23 01:46:10 UTC,-73.972213,40.753325,-73.952042,40.773115000000004,1
31218218,2009-03-31 17:39:24.0000007,17.9,2009-03-31 17:39:24 UTC,-74.011771,40.703214,-73.99036,40.757283,3
16452010,2014-08-02 19:12:00.000000204,6.0,2014-08-02 19:12:00 UTC,-73.997292,40.737677000000005,-73.995375,40.749427000000004,2
51491478,2012-09-26 18:56:58.0000003,16.0,2012-09-26 18:56:58 UTC,-73.979047,40.755713,-74.015162,40.718153,1
46080387,2011-03-24 05:31:00.00000021,19.7,2011-03-24 05:31:00 UTC,-73.985162,40.763187,-73.87187800000001,40.77431,5
16313053,2009-07-20 20:31:07.0000002,10.5,2009-07-20 20:31:07 UTC,-73.983287,40.762658,-73.991617,40.731398999999996,1
30900254,2011-07-14 19:57:00.000000164,20.1,2011-07-14 19:57:00 UTC,0.0,0.0,0.0,0.0,1
7522387,2010-04-11 12:32:00.00000045,10.1,2010-04-11 12:32:00 UTC,-73.998113,40.741158,-73.968122,40.76527,5
46253098,2012-11-14 18:09:00.000000152,14.0,2012-11-14 18:09:00 UTC,-73.99029200000001,40.740147,-73.987612,40.776132000000004,1
35337901,2014-03-20 22:50:10.0000001,7.5,2014-03-20 22:50:10 UTC,-73.978174,40.729463,-73.975724,40.744777,1
14092592,2012-09-23 01:48:13.0000007,24.5,2012-09-23 01:48:13 UTC,-73.983028,40.749223,-73.979225,40.675909999999995,2
22550141,2013-01-26 07:38:00.00000035,10.0,2013-01-26 07:38:00 UTC,-73.952047,40.76944,-73.98156800000001,40.763162,6
50366954,2013-12-17 07:06:52.0000003,11.0,2013-12-17 07:06:52 UTC,-74.015638,40.716093,-73.987877,40.741203999999996,2
38621669,2011-09-08 14:02:06.0000001,7.7,2011-09-08 14:02:06 UTC,-73.984076,40.743368,-73.971035,40.761788,1
5711325,2010-06-11 10:51:00.00000017,8.9,2010-06-11 10:51:00 UTC,-73.988518,40.772721999999995,-73.971078,40.759225,5
44399987,2014-06-12 13:32:15.0000001,12.0,2014-06-12 13:32:15 UTC,-73.99971500000001,40.71837,-74.01443,40.703983,1
17792193,2011-08-25 08:50:00.00000032,3.7,2011-08-25 08:50:00 UTC,-73.97465799999999,40.76475,-73.97119,40.7583,5
28651225,2010-07-15 15:08:00.00000059,6.1,2010-07-15 15:08:00 UTC,-73.962102,40.770537,-73.974195,40.762553000000004,1
43768079,2009-11-30 21:42:18.0000001,5.7,2009-11-30 21:42:18 UTC,-73.992134,40.754191999999996,-73.978297,40.752581,1
3513816,2012-06-29 00:23:00.000000203,12.1,2012-06-29 00:23:00 UTC,-73.989852,40.747227,-73.964747,40.791592,1
19805848,2010-12-19 15:16:08.0000002,8.1,2010-12-19 15:16:08 UTC,-73.946597,40.78063,-73.92472,40.808948,2
16924586,2010-05-08 18:30:04.0000001,7.3,2010-05-08 18:30:04 UTC,-73.96559599999999,40.771823,-73.972874,40.756640999999995,1
31525525,2009-10-09 04:00:23.0000002,4.1,2009-10-09 04:00:23 UTC,-73.981941,40.728531,-73.982925,40.735258,1
35937796,2010-09-03 20:12:00.000000124,12.1,2010-09-03 20:12:00 UTC,-74.00768199999999,40.711591999999996,-73.972332,40.7474,1
4651082,2013-05-10 01:59:00.0000005,8.0,2013-05-10 01:59:00 UTC,-74.005482,40.740805,-73.984465,40.764596999999995,5
45549088,2011-03-14 20:01:58.0000003,14.1,2011-03-14 20:01:58 UTC,-74.00729,40.717959,-73.981217,40.673524,1
30366576,2010-08-09 07:24:32.0000002,7.7,2010-08-09 07:24:32 UTC,-73.991155,40.734987,-74.003817,40.738034999999996,1
5250447,2011-10-04 20:39:53.0000002,30.5,2011-10-04 20:39:53 UTC,-73.87447900000001,40.773962,-73.985718,40.757976,2
38384117,2010-11-15 07:38:50.0000003,11.3,2010-11-15 07:38:50 UTC,-74.00875500000001,40.719122999999996,-73.979609,40.758401,1
42607183,2013-02-08 02:22:00.00000044,7.0,2013-02-08 02:22:00 UTC,-73.997557,40.721762,-73.99293,40.742546999999995,6
51419718,2013-03-09 17:37:00.000000201,9.0,2013-03-09 17:37:00 UTC,-73.96817,40.758032,-74.001302,40.724295,5
29915634,2014-12-04 09:43:16.0000003,6.0,2014-12-04 09:43:16 UTC,-73.982337,40.761745,-73.984818,40.76948,1
41850784,2011-04-24 12:27:00.000000178,4.5,2011-04-24 12:27:00 UTC,-73.997782,40.746105,-73.99762199999999,40.756557,1
26607164,2011-12-23 21:45:00.000000144,7.7,2011-12-23 21:45:00 UTC,-73.983037,40.746105,-73.96365,40.757533,1
42654333,2014-05-21 08:43:00.000000158,9.5,2014-05-21 08:43:00 UTC,-74.00701,40.728767,-73.991497,40.744737,5
37518037,2014-02-25 07:34:21.0000006,4.5,2014-02-25 07:34:21 UTC,-73.97579499999999,40.749109000000004,-73.970361,40.757090000000005,1
51524689,2013-03-07 16:42:00.000000147,17.0,2013-03-07 16:42:00 UTC,-73.982698,40.731287,-73.98215,40.773855,1
22121527,2014-06-25 00:01:30.0000001,7.0,2014-06-25 00:01:30 UTC,-74.005059,40.741040000000005,-74.005713,40.720378000000004,1
42162217,2014-07-02 10:07:27.0000001,5.5,2014-07-02 10:07:27 UTC,-73.977796,40.742261,-73.989136,40.741452,1
19468897,2010-09-14 16:09:00.000000178,6.1,2010-09-14 16:09:00 UTC,-73.979152,40.777038,-73.976732,40.78536,1
23024164,2012-01-06 09:16:41.0000003,4.9,2012-01-06 09:16:41 UTC,-73.975352,40.751787,-73.984742,40.741236,1
17398187,2014-10-29 15:41:08.0000001,6.0,2014-10-29 15:41:08 UTC,-73.990001,40.750766999999996,-73.977349,40.746825,1
20485659,2011-01-22 14:34:44.0000001,8.5,2011-01-22 14:34:44 UTC,-73.992595,40.749681,-73.987679,40.762863,2
21347375,2011-07-03 15:48:00.000000122,5.3,2011-07-03 15:48:00 UTC,-73.953665,40.774716999999995,-73.96298,40.761857,1
53950938,2011-11-19 22:13:00.00000082,3.3,2011-11-19 22:13:00 UTC,-73.997132,40.724865,-73.996962,40.722187,6
19517330,2009-09-06 17:05:00.000000130,21.7,2009-09-06 17:05:00 UTC,-73.789613,40.646934,-73.81434399999999,40.702646,2
41182286,2009-01-09 14:36:01.0000001,7.3,2009-01-09 14:36:01 UTC,-73.990808,40.738813,-73.989889,40.751504,1
30936537,2011-04-14 09:25:34.0000001,17.7,2011-04-14 09:25:34 UTC,-73.981142,40.720791999999996,-73.98820699999999,40.769795,0
24203352,2011-04-18 23:26:02.0000004,6.5,2011-04-18 23:26:02 UTC,-73.976233,40.763783000000004,-73.95159,40.766393,3
19672933,2011-06-18 16:01:56.0000001,6.5,2011-06-18 16:01:56 UTC,-73.972737,40.780868,-73.972872,40.76439,4
42448630,2015-02-23 10:39:59.0000007,15.0,2015-02-23 10:39:59 UTC,-74.00082397460938,40.758216857910156,-73.9858169555664,40.74422836303711,1
36985771,2012-05-18 15:41:00.000000103,49.8,2012-05-18 15:41:00 UTC,-73.960187,40.813392,-73.790387,40.643871999999995,1
37138270,2013-07-04 04:23:15.0000001,6.0,2013-07-04 04:23:15 UTC,-73.954064,40.787118,-73.945027,40.776781,3
109053,2011-06-18 13:41:20.0000003,7.3,2011-06-18 13:41:20 UTC,-73.97102,40.755373,-73.955667,40.78205,1
23935211,2010-12-14 11:08:29.0000001,3.3,2010-12-14 11:08:29 UTC,-73.980663,40.760495,-73.980662,40.760462,1
12754765,2010-10-14 10:02:00.00000076,21.7,2010-10-14 10:02:00 UTC,-73.959457,40.78115,-74.011493,40.714667999999996,5
52884037,2011-06-12 19:31:13.0000002,7.7,2011-06-12 19:31:13 UTC,-73.980947,40.693627,-73.992836,40.723276,1
13247993,2013-07-09 16:02:00.000000119,9.0,2013-07-09 16:02:00 UTC,-73.96694699999999,40.766709999999996,-73.974735,40.783122,1
50435126,2013-01-07 21:05:00.00000068,7.0,2013-01-07 21:05:00 UTC,-74.00112800000001,40.746432,-73.989642,40.763798,2
39886794,2010-11-18 08:04:37.0000001,14.5,2010-11-18 08:04:37 UTC,-73.96396800000001,40.771334,-73.993638,40.724396,2
7852081,2015-05-08 09:41:06.0000001,12.5,2015-05-08 09:41:06 UTC,-73.9434585571289,40.78921890258789,-73.97312927246094,40.78268051147461,2
6292170,2015-01-09 18:25:52.0000008,5.5,2015-01-09 18:25:52 UTC,-73.99594116210938,40.76405334472656,-73.990234375,40.77555847167969,1
21620151,2011-08-22 18:46:00.00000086,10.9,2011-08-22 18:46:00 UTC,-73.979377,40.744863,-74.012323,40.703818,2
46427720,2012-06-17 22:47:19.0000004,6.9,2012-06-17 22:47:19 UTC,-73.998549,40.745134,-73.992346,40.767449,1
33735416,2011-11-13 14:21:29.0000002,22.9,2011-11-13 14:21:29 UTC,-73.967766,40.802613,-74.001559,40.717307,1
42606906,2014-12-10 07:34:50.0000005,6.0,2014-12-10 07:34:50 UTC,-73.918853,40.743368,-73.928064,40.752146,1
30134202,2009-02-03 07:25:00.000000158,28.65,2009-02-03 07:25:00 UTC,-73.975577,40.7601,-73.899695,40.77916,1
21273079,2009-04-07 20:32:00.000000150,12.1,2009-04-07 20:32:00 UTC,-73.97588,40.75195,-73.988455,40.716468,2
31005248,2012-03-15 19:55:00.00000052,6.1,2012-03-15 19:55:00 UTC,-73.98400500000001,40.744972,-73.97779,40.75385,2
3994428,2009-11-07 02:33:52.0000002,7.3,2009-11-07 02:33:52 UTC,-73.97055999999999,40.761533,-73.974946,40.782767,1
34093318,2011-06-01 21:51:23.0000002,5.3,2011-06-01 21:51:23 UTC,-73.96963000000001,40.756840999999994,-73.958805,40.772257,1
35933151,2009-07-21 10:35:00.000000170,4.9,2009-07-21 10:35:00 UTC,-73.975172,40.752192,-73.969323,40.757545,1
52795646,2011-08-27 09:52:00.00000038,4.1,2011-08-27 09:52:00 UTC,-73.980678,40.747840000000004,-73.986243,40.756285,2
20935238,2014-01-20 01:40:00.00000022,18.0,2014-01-20 01:40:00 UTC,-73.98634200000001,40.761695,-73.914962,40.780972,1
16612437,2010-03-08 16:56:00.000000133,4.1,2010-03-08 16:56:00 UTC,-73.97851700000001,40.76417,-73.983,40.771772999999996,1
52604693,2012-03-08 08:56:00.000000210,6.5,2012-03-08 08:56:00 UTC,-74.010188,40.719653,-74.007832,40.742793,1
25202528,2014-12-31 17:30:58.0000002,10.5,2014-12-31 17:30:58 UTC,-73.97410699999999,40.762749,-74.00270400000001,40.760622,1
26753064,2013-05-22 07:42:00.00000054,5.5,2013-05-22 07:42:00 UTC,40.801007,-73.96076500000001,40.803222,-73.966095,1
8800233,2010-03-31 22:39:00.00000071,14.9,2010-03-31 22:39:00 UTC,-73.969062,40.760999999999996,-73.903087,40.770715,1
21959873,2014-01-23 00:14:33.0000003,8.0,2014-01-23 00:14:33 UTC,-73.96378100000001,40.768294,-73.98092,40.744647,1
1024109,2012-12-26 10:33:00.000000123,7.5,2012-12-26 10:33:00 UTC,-74.004788,40.723953,-73.992072,40.749378,2
18413528,2010-03-08 18:43:00.000000198,12.9,2010-03-08 18:43:00 UTC,-73.966897,40.753353000000004,-73.97412299999999,40.791268,2
53297936,2013-05-23 06:22:42.0000001,7.5,2013-05-23 06:22:42 UTC,-73.991733,40.749779,-73.988602,40.734322999999996,2
40766517,2013-05-25 18:34:58.0000002,12.5,2013-05-25 18:34:58 UTC,-73.968551,40.761396000000005,-73.984172,40.759842,1
13359647,2014-04-15 21:59:00.000000156,16.0,2014-04-15 21:59:00 UTC,-73.999965,40.743212,-74.008415,40.703891999999996,1
2728293,2011-04-29 11:43:02.0000005,7.3,2011-04-29 11:43:02 UTC,0.0,0.0,0.0,0.0,1
31791774,2014-09-20 12:58:00.000000138,21.5,2014-09-20 12:58:00 UTC,-73.95089,40.779270000000004,-73.99103000000001,40.75049,2
45830837,2014-03-19 19:47:42.0000001,12.5,2014-03-19 19:47:42 UTC,-73.956563,40.778051,-73.99081899999999,40.763476000000004,2
24944679,2011-02-27 13:03:00.00000082,5.3,2011-02-27 13:03:00 UTC,-73.974687,40.742027,-73.989005,40.734003,5
